,dteday,season,year,month,hours,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count,category_days,humidity_category,Frequency_Group
1817,2011-03-21,summer,2011,march,11,0,monday,cloudy,0.42,0.4242,71.0,0.2985,32,47,79,weekdays,terlalu lembab,Tinggi
1818,2011-03-21,summer,2011,march,12,0,monday,cloudy,0.44,0.4394,77.0,0.2537,25,56,81,weekdays,terlalu lembab,Tinggi
1819,2011-03-21,summer,2011,march,13,0,monday,cloudy,0.5,0.4848,63.0,0.2239,35,77,112,weekdays,ideal,Sangat Tinggi
1820,2011-03-21,summer,2011,march,14,0,monday,cloudy,0.54,0.5152,64.0,0.2239,36,65,101,weekdays,ideal,Sangat Tinggi
1821,2011-03-21,summer,2011,march,15,0,monday,cloudy,0.56,0.5303,60.0,0.2239,41,66,107,weekdays,ideal,Sangat Tinggi
1822,2011-03-21,summer,2011,march,16,0,monday,cloudy,0.54,0.5152,64.0,0.2836,29,112,141,weekdays,ideal,Sangat Tinggi
1823,2011-03-21,summer,2011,march,17,0,monday,cloudy,0.54,0.5152,64.0,0.2537,41,231,272,weekdays,ideal,Sangat Tinggi
1824,2011-03-21,summer,2011,march,18,0,monday,cloudy,0.52,0.5,72.0,0.2239,44,232,276,weekdays,terlalu lembab,Sangat Tinggi
1825,2011-03-21,summer,2011,march,19,0,monday,clear,0.58,0.5455,60.0,0.4179,22,199,221,weekdays,ideal,Sangat Tinggi
1826,2011-03-21,summer,2011,march,20,0,monday,clear,0.56,0.5303,64.0,0.194,16,106,122,weekdays,ideal,Sangat Tinggi
1827,2011-03-21,summer,2011,march,21,0,monday,clear,0.46,0.4545,94.0,0.194,12,79,91,weekdays,terlalu lembab,Tinggi
1828,2011-03-21,summer,2011,march,22,0,monday,clear,0.46,0.4545,88.0,0.2239,18,60,78,weekdays,terlalu lembab,Tinggi
1829,2011-03-21,summer,2011,march,23,0,monday,clear,0.46,0.4545,88.0,0.0896,8,22,30,weekdays,terlalu lembab,Sedang
1830,2011-03-22,summer,2011,march,0,0,tuesday,clear,0.46,0.4545,88.0,0.194,4,7,11,weekdays,terlalu lembab,Sedang
1831,2011-03-22,summer,2011,march,1,0,tuesday,clear,0.42,0.4242,100.0,0.1343,6,13,19,weekdays,terlalu lembab,Sedang
1832,2011-03-22,summer,2011,march,2,0,tuesday,clear,0.44,0.4394,94.0,0.0896,0,1,1,weekdays,terlalu lembab,Rendah
1833,2011-03-22,summer,2011,march,3,0,tuesday,clear,0.44,0.4394,82.0,0.2239,3,2,5,weekdays,terlalu lembab,Rendah
1834,2011-03-22,summer,2011,march,4,0,tuesday,cloudy,0.42,0.4242,82.0,0.1642,0,1,1,weekdays,terlalu lembab,Rendah
1835,2011-03-22,summer,2011,march,5,0,tuesday,cloudy,0.4,0.4091,87.0,0.1343,1,11,12,weekdays,terlalu lembab,Sedang
1836,2011-03-22,summer,2011,march,6,0,tuesday,clear,0.4,0.4091,87.0,0.2537,2,58,60,weekdays,terlalu lembab,Tinggi
1837,2011-03-22,summer,2011,march,7,0,tuesday,cloudy,0.4,0.4091,76.0,0.1045,4,132,136,weekdays,terlalu lembab,Sangat Tinggi
1838,2011-03-22,summer,2011,march,8,0,tuesday,cloudy,0.4,0.4091,57.99999999999999,0.2985,24,312,336,weekdays,ideal,Sangat Tinggi
1839,2011-03-22,summer,2011,march,9,0,tuesday,cloudy,0.4,0.4091,57.99999999999999,0.4627,19,159,178,weekdays,ideal,Sangat Tinggi
1840,2011-03-22,summer,2011,march,10,0,tuesday,cloudy,0.44,0.4394,54.0,0.2985,29,95,124,weekdays,ideal,Sangat Tinggi
1841,2011-03-22,summer,2011,march,11,0,tuesday,clear,0.44,0.4394,51.0,0.3284,22,64,86,weekdays,ideal,Tinggi
1842,2011-03-22,summer,2011,march,12,0,tuesday,clear,0.46,0.4545,47.0,0.2537,35,86,121,weekdays,ideal,Sangat Tinggi
1843,2011-03-22,summer,2011,march,13,0,tuesday,clear,0.5,0.4848,45.0,0.2239,21,85,106,weekdays,ideal,Sangat Tinggi
1844,2011-03-22,summer,2011,march,14,0,tuesday,clear,0.5,0.4848,42.0,0.3284,30,71,101,weekdays,terlalu kering,Sangat Tinggi
1845,2011-03-22,summer,2011,march,15,0,tuesday,clear,0.5,0.4848,42.0,0.2239,55,79,134,weekdays,terlalu kering,Sangat Tinggi
1846,2011-03-22,summer,2011,march,16,0,tuesday,clear,0.5,0.4848,42.0,0.1045,40,125,165,weekdays,terlalu kering,Sangat Tinggi
1847,2011-03-22,summer,2011,march,17,0,tuesday,clear,0.5,0.4848,42.0,0.1045,42,265,307,weekdays,terlalu kering,Sangat Tinggi
1848,2011-03-22,summer,2011,march,18,0,tuesday,clear,0.48,0.4697,44.0,0.0896,41,271,312,weekdays,terlalu kering,Sangat Tinggi
1849,2011-03-22,summer,2011,march,19,0,tuesday,cloudy,0.44,0.4394,54.0,0.2537,22,142,164,weekdays,ideal,Sangat Tinggi
1850,2011-03-22,summer,2011,march,20,0,tuesday,cloudy,0.44,0.4394,54.0,0.3582,19,116,135,weekdays,ideal,Sangat Tinggi
1851,2011-03-22,summer,2011,march,21,0,tuesday,cloudy,0.42,0.4242,54.0,0.2836,24,63,87,weekdays,ideal,Tinggi
1852,2011-03-22,summer,2011,march,22,0,tuesday,cloudy,0.4,0.4091,57.99999999999999,0.2537,13,57,70,weekdays,ideal,Tinggi
1853,2011-03-22,summer,2011,march,23,0,tuesday,cloudy,0.4,0.4091,57.99999999999999,0.2537,4,28,32,weekdays,ideal,Sedang
1854,2011-03-23,summer,2011,march,0,0,wednesday,light_rain,0.36,0.3485,71.0,0.2239,3,8,11,weekdays,terlalu lembab,Sedang
1855,2011-03-23,summer,2011,march,1,0,wednesday,light_rain,0.34,0.3182,76.0,0.2239,0,7,7,weekdays,terlalu lembab,Rendah
1856,2011-03-23,summer,2011,march,2,0,wednesday,light_rain,0.34,0.3182,76.0,0.2239,1,1,2,weekdays,terlalu lembab,Rendah
1857,2011-03-23,summer,2011,march,3,0,wednesday,cloudy,0.34,0.3182,76.0,0.2537,0,3,3,weekdays,terlalu lembab,Rendah
1858,2011-03-23,summer,2011,march,5,0,wednesday,light_rain,0.32,0.3182,87.0,0.194,0,10,10,weekdays,terlalu lembab,Sedang
1859,2011-03-23,summer,2011,march,6,0,wednesday,cloudy,0.34,0.3182,87.0,0.2537,1,43,44,weekdays,terlalu lembab,Sedang
1860,2011-03-23,summer,2011,march,7,0,wednesday,cloudy,0.32,0.303,93.0,0.2239,7,111,118,weekdays,terlalu lembab,Sangat Tinggi
1861,2011-03-23,summer,2011,march,8,0,wednesday,cloudy,0.32,0.3182,87.0,0.194,14,247,261,weekdays,terlalu lembab,Sangat Tinggi
1862,2011-03-23,summer,2011,march,9,0,wednesday,cloudy,0.32,0.303,81.0,0.2537,8,174,182,weekdays,terlalu lembab,Sangat Tinggi
1863,2011-03-23,summer,2011,march,10,0,wednesday,cloudy,0.34,0.3182,81.0,0.2836,15,60,75,weekdays,terlalu lembab,Tinggi
1864,2011-03-23,summer,2011,march,11,0,wednesday,cloudy,0.34,0.3333,87.0,0.194,18,53,71,weekdays,terlalu lembab,Tinggi
1865,2011-03-23,summer,2011,march,12,0,wednesday,cloudy,0.34,0.3182,87.0,0.2239,14,73,87,weekdays,terlalu lembab,Tinggi
1866,2011-03-23,summer,2011,march,13,0,wednesday,light_rain,0.34,0.3333,87.0,0.1343,14,94,108,weekdays,terlalu lembab,Sangat Tinggi
1867,2011-03-23,summer,2011,march,14,0,wednesday,cloudy,0.36,0.3636,87.0,0.1045,13,71,84,weekdays,terlalu lembab,Tinggi
1868,2011-03-23,summer,2011,march,15,0,wednesday,cloudy,0.38,0.3939,82.0,0.2239,11,74,85,weekdays,terlalu lembab,Tinggi
1869,2011-03-23,summer,2011,march,16,0,wednesday,cloudy,0.4,0.4091,76.0,0.2239,13,123,136,weekdays,terlalu lembab,Sangat Tinggi
1870,2011-03-23,summer,2011,march,17,0,wednesday,cloudy,0.4,0.4091,76.0,0.2239,28,245,273,weekdays,terlalu lembab,Sangat Tinggi
1871,2011-03-23,summer,2011,march,18,0,wednesday,light_rain,0.38,0.3939,82.0,0.2537,20,218,238,weekdays,terlalu lembab,Sangat Tinggi
1872,2011-03-23,summer,2011,march,19,0,wednesday,light_rain,0.38,0.3939,82.0,0.2537,12,147,159,weekdays,terlalu lembab,Sangat Tinggi
1873,2011-03-23,summer,2011,march,20,0,wednesday,light_rain,0.36,0.303,87.0,0.6418,3,72,75,weekdays,terlalu lembab,Tinggi
1874,2011-03-23,summer,2011,march,21,0,wednesday,light_rain,0.32,0.2879,100.0,0.4179,0,22,22,weekdays,terlalu lembab,Sedang
1875,2011-03-23,summer,2011,march,22,0,wednesday,cloudy,0.32,0.3182,93.0,0.1642,6,38,44,weekdays,terlalu lembab,Sedang
1876,2011-03-23,summer,2011,march,23,0,wednesday,light_rain,0.32,0.3333,90.0,0.0,2,24,26,weekdays,terlalu lembab,Sedang
1877,2011-03-24,summer,2011,march,0,0,thursday,cloudy,0.32,0.303,93.0,0.2239,0,11,11,weekdays,terlalu lembab,Sedang
1878,2011-03-24,summer,2011,march,1,0,thursday,cloudy,0.3,0.2879,100.0,0.2239,0,3,3,weekdays,terlalu lembab,Rendah
1879,2011-03-24,summer,2011,march,2,0,thursday,cloudy,0.3,0.2879,100.0,0.2537,0,6,6,weekdays,terlalu lembab,Rendah
1880,2011-03-24,summer,2011,march,3,0,thursday,cloudy,0.28,0.2727,100.0,0.194,1,0,1,weekdays,terlalu lembab,Rendah
1881,2011-03-24,summer,2011,march,4,0,thursday,cloudy,0.28,0.2727,100.0,0.194,0,1,1,weekdays,terlalu lembab,Rendah
1882,2011-03-24,summer,2011,march,5,0,thursday,cloudy,0.28,0.2727,93.0,0.2239,1,8,9,weekdays,terlalu lembab,Rendah
1883,2011-03-24,summer,2011,march,6,0,thursday,cloudy,0.28,0.2727,93.0,0.2239,0,41,41,weekdays,terlalu lembab,Sedang
1884,2011-03-24,summer,2011,march,7,0,thursday,light_rain,0.26,0.2576,100.0,0.2239,2,106,108,weekdays,terlalu lembab,Sangat Tinggi
1885,2011-03-24,summer,2011,march,8,0,thursday,light_rain,0.26,0.2273,100.0,0.2985,4,120,124,weekdays,terlalu lembab,Sangat Tinggi
1886,2011-03-24,summer,2011,march,9,0,thursday,cloudy,0.26,0.2576,93.0,0.2239,3,94,97,weekdays,terlalu lembab,Tinggi
1887,2011-03-24,summer,2011,march,10,0,thursday,cloudy,0.26,0.2273,93.0,0.3284,10,55,65,weekdays,terlalu lembab,Tinggi
1888,2011-03-24,summer,2011,march,11,0,thursday,cloudy,0.3,0.2727,81.0,0.2985,10,61,71,weekdays,terlalu lembab,Tinggi
1889,2011-03-24,summer,2011,march,12,0,thursday,cloudy,0.3,0.2727,70.0,0.3284,12,82,94,weekdays,terlalu lembab,Tinggi
1890,2011-03-24,summer,2011,march,13,0,thursday,cloudy,0.32,0.303,70.0,0.2239,11,90,101,weekdays,terlalu lembab,Sangat Tinggi
1891,2011-03-24,summer,2011,march,14,0,thursday,cloudy,0.3,0.303,70.0,0.1343,17,66,83,weekdays,terlalu lembab,Tinggi
1892,2011-03-24,summer,2011,march,15,0,thursday,cloudy,0.3,0.2879,70.0,0.2537,13,77,90,weekdays,terlalu lembab,Tinggi
1893,2011-03-24,summer,2011,march,16,0,thursday,cloudy,0.3,0.2879,65.0,0.2239,6,78,84,weekdays,terlalu lembab,Tinggi
1894,2011-03-24,summer,2011,march,17,0,thursday,cloudy,0.3,0.2879,70.0,0.2239,12,221,233,weekdays,terlalu lembab,Sangat Tinggi
1895,2011-03-24,summer,2011,march,18,0,thursday,cloudy,0.3,0.2727,61.0,0.2985,17,197,214,weekdays,ideal,Sangat Tinggi
1896,2011-03-24,summer,2011,march,19,0,thursday,clear,0.3,0.2727,56.00000000000001,0.3881,16,122,138,weekdays,ideal,Sangat Tinggi
1897,2011-03-24,summer,2011,march,20,0,thursday,clear,0.28,0.2576,61.0,0.2836,8,110,118,weekdays,ideal,Sangat Tinggi
1898,2011-03-24,summer,2011,march,21,0,thursday,clear,0.26,0.2576,65.0,0.2239,11,67,78,weekdays,terlalu lembab,Tinggi
1899,2011-03-24,summer,2011,march,22,0,thursday,clear,0.26,0.2576,65.0,0.1642,3,59,62,weekdays,terlalu lembab,Tinggi
1900,2011-03-24,summer,2011,march,23,0,thursday,clear,0.24,0.2273,65.0,0.194,9,24,33,weekdays,terlalu lembab,Sedang
1901,2011-03-25,summer,2011,march,0,0,friday,clear,0.24,0.2273,60.0,0.194,1,17,18,weekdays,ideal,Sedang
1902,2011-03-25,summer,2011,march,1,0,friday,clear,0.2,0.2121,69.0,0.1642,0,5,5,weekdays,terlalu lembab,Rendah
1903,2011-03-25,summer,2011,march,2,0,friday,clear,0.2,0.197,69.0,0.2239,0,5,5,weekdays,terlalu lembab,Rendah
1904,2011-03-25,summer,2011,march,3,0,friday,clear,0.2,0.2273,69.0,0.1045,0,2,2,weekdays,terlalu lembab,Rendah
1905,2011-03-25,summer,2011,march,4,0,friday,clear,0.18,0.2121,74.0,0.1045,3,2,5,weekdays,terlalu lembab,Rendah
1906,2011-03-25,summer,2011,march,5,0,friday,clear,0.18,0.197,74.0,0.1642,0,9,9,weekdays,terlalu lembab,Rendah
1907,2011-03-25,summer,2011,march,6,0,friday,clear,0.18,0.1818,74.0,0.2239,0,32,32,weekdays,terlalu lembab,Sedang
1908,2011-03-25,summer,2011,march,7,0,friday,clear,0.2,0.1818,59.0,0.3582,4,100,104,weekdays,ideal,Sangat Tinggi
1909,2011-03-25,summer,2011,march,8,0,friday,clear,0.22,0.2121,51.0,0.2836,9,228,237,weekdays,ideal,Sangat Tinggi
1910,2011-03-25,summer,2011,march,9,0,friday,clear,0.24,0.2121,48.0,0.2985,16,150,166,weekdays,ideal,Sangat Tinggi
1911,2011-03-25,summer,2011,march,10,0,friday,clear,0.26,0.2576,48.0,0.0,15,53,68,weekdays,ideal,Tinggi
1912,2011-03-25,summer,2011,march,11,0,friday,clear,0.3,0.2879,45.0,0.2836,17,58,75,weekdays,ideal,Tinggi
1913,2011-03-25,summer,2011,march,12,0,friday,clear,0.32,0.303,42.0,0.2537,37,108,145,weekdays,terlalu kering,Sangat Tinggi
1914,2011-03-25,summer,2011,march,13,0,friday,clear,0.32,0.3182,39.0,0.194,34,104,138,weekdays,terlalu kering,Sangat Tinggi
1915,2011-03-25,summer,2011,march,14,0,friday,clear,0.36,0.3333,32.0,0.3284,30,103,133,weekdays,terlalu kering,Sangat Tinggi
1916,2011-03-25,summer,2011,march,15,0,friday,cloudy,0.34,0.3182,36.0,0.2537,43,79,122,weekdays,terlalu kering,Sangat Tinggi
1917,2011-03-25,summer,2011,march,16,0,friday,cloudy,0.34,0.303,34.0,0.2985,23,127,150,weekdays,terlalu kering,Sangat Tinggi
1918,2011-03-25,summer,2011,march,17,0,friday,cloudy,0.32,0.2879,36.0,0.3582,23,202,225,weekdays,terlalu kering,Sangat Tinggi
1919,2011-03-25,summer,2011,march,18,0,friday,clear,0.3,0.2879,39.0,0.2537,8,190,198,weekdays,terlalu kering,Sangat Tinggi
1920,2011-03-25,summer,2011,march,19,0,friday,cloudy,0.3,0.2879,36.0,0.2836,9,126,135,weekdays,terlalu kering,Sangat Tinggi
1921,2011-03-25,summer,2011,march,20,0,friday,cloudy,0.3,0.303,39.0,0.1343,6,75,81,weekdays,terlalu kering,Tinggi
1922,2011-03-25,summer,2011,march,21,0,friday,cloudy,0.3,0.303,39.0,0.1642,11,64,75,weekdays,terlalu kering,Tinggi
1923,2011-03-25,summer,2011,march,22,0,friday,cloudy,0.28,0.2576,38.0,0.3284,3,40,43,weekdays,terlalu kering,Sedang
1924,2011-03-25,summer,2011,march,23,0,friday,cloudy,0.26,0.2424,38.0,0.2836,8,31,39,weekdays,terlalu kering,Sedang
1925,2011-03-26,summer,2011,march,0,0,saturday,cloudy,0.26,0.2424,38.0,0.2836,3,25,28,weekend,terlalu kering,Sedang
1926,2011-03-26,summer,2011,march,1,0,saturday,clear,0.26,0.2273,38.0,0.2985,3,24,27,weekend,terlalu kering,Sedang
1927,2011-03-26,summer,2011,march,2,0,saturday,clear,0.22,0.2121,44.0,0.2239,4,21,25,weekend,terlalu kering,Sedang
1928,2011-03-26,summer,2011,march,3,0,saturday,clear,0.2,0.197,47.0,0.194,2,7,9,weekend,ideal,Rendah
1929,2011-03-26,summer,2011,march,4,0,saturday,clear,0.22,0.2121,44.0,0.2239,2,4,6,weekend,terlalu kering,Rendah
1930,2011-03-26,summer,2011,march,5,0,saturday,clear,0.2,0.197,51.0,0.194,0,8,8,weekend,ideal,Rendah
1931,2011-03-26,summer,2011,march,6,0,saturday,clear,0.18,0.1818,55.00000000000001,0.194,2,8,10,weekend,ideal,Sedang
1932,2011-03-26,summer,2011,march,7,0,saturday,clear,0.2,0.197,51.0,0.194,18,23,41,weekend,ideal,Sedang
1933,2011-03-26,summer,2011,march,8,0,saturday,clear,0.22,0.2273,44.0,0.1343,24,42,66,weekend,terlalu kering,Tinggi
1934,2011-03-26,summer,2011,march,9,0,saturday,clear,0.24,0.2424,41.0,0.1343,32,68,100,weekend,terlalu kering,Sangat Tinggi
1935,2011-03-26,summer,2011,march,10,0,saturday,clear,0.26,0.2576,41.0,0.1642,32,93,125,weekend,terlalu kering,Sangat Tinggi
1936,2011-03-26,summer,2011,march,11,0,saturday,clear,0.28,0.2727,38.0,0.1642,75,93,168,weekend,terlalu kering,Sangat Tinggi
1937,2011-03-26,summer,2011,march,12,0,saturday,clear,0.3,0.2879,36.0,0.194,98,129,227,weekend,terlalu kering,Sangat Tinggi
1938,2011-03-26,summer,2011,march,13,0,saturday,clear,0.32,0.303,33.0,0.2239,94,145,239,weekend,terlalu kering,Sangat Tinggi
1939,2011-03-26,summer,2011,march,14,0,saturday,clear,0.34,0.3182,28.999999999999996,0.2239,93,123,216,weekend,terlalu kering,Sangat Tinggi
1940,2011-03-26,summer,2011,march,15,0,saturday,clear,0.34,0.3333,28.999999999999996,0.194,110,109,219,weekend,terlalu kering,Sangat Tinggi
1941,2011-03-26,summer,2011,march,16,0,saturday,clear,0.34,0.3333,23.0,0.194,118,130,248,weekend,terlalu kering,Sangat Tinggi
1942,2011-03-26,summer,2011,march,17,0,saturday,clear,0.32,0.303,24.0,0.2239,102,101,203,weekend,terlalu kering,Sangat Tinggi
1943,2011-03-26,summer,2011,march,18,0,saturday,cloudy,0.32,0.3182,21.0,0.1642,64,89,153,weekend,terlalu kering,Sangat Tinggi
1944,2011-03-26,summer,2011,march,19,0,saturday,cloudy,0.28,0.2727,45.0,0.2537,45,93,138,weekend,ideal,Sangat Tinggi
1945,2011-03-26,summer,2011,march,20,0,saturday,cloudy,0.28,0.2727,45.0,0.2537,18,67,85,weekend,ideal,Tinggi
1946,2011-03-26,summer,2011,march,21,0,saturday,cloudy,0.26,0.2576,44.0,0.194,15,36,51,weekend,terlalu kering,Tinggi
1947,2011-03-26,summer,2011,march,22,0,saturday,cloudy,0.28,0.2727,41.0,0.2239,17,46,63,weekend,terlalu kering,Tinggi
1948,2011-03-26,summer,2011,march,23,0,saturday,cloudy,0.26,0.2424,44.0,0.2836,10,31,41,weekend,terlalu kering,Sedang
1949,2011-03-27,summer,2011,march,0,0,sunday,cloudy,0.26,0.2576,41.0,0.1642,5,26,31,weekend,terlalu kering,Sedang
1950,2011-03-27,summer,2011,march,1,0,sunday,cloudy,0.24,0.2273,52.0,0.194,3,17,20,weekend,ideal,Sedang
1951,2011-03-27,summer,2011,march,2,0,sunday,light_rain,0.22,0.2273,55.00000000000001,0.194,6,15,21,weekend,ideal,Sedang
1952,2011-03-27,summer,2011,march,3,0,sunday,light_rain,0.2,0.197,69.0,0.2239,0,14,14,weekend,terlalu lembab,Sedang
1953,2011-03-27,summer,2011,march,4,0,sunday,light_rain,0.18,0.197,74.0,0.1642,1,5,6,weekend,terlalu lembab,Rendah
1954,2011-03-27,summer,2011,march,6,0,sunday,light_rain,0.16,0.1818,86.0,0.1343,0,2,2,weekend,terlalu lembab,Rendah
1955,2011-03-27,summer,2011,march,7,0,sunday,light_rain,0.16,0.1667,86.0,0.1642,0,7,7,weekend,terlalu lembab,Rendah
1956,2011-03-27,summer,2011,march,8,0,sunday,clear,0.2,0.197,69.0,0.2239,6,8,14,weekend,terlalu lembab,Sedang
1957,2011-03-27,summer,2011,march,9,0,sunday,clear,0.22,0.2273,55.00000000000001,0.1343,17,37,54,weekend,ideal,Tinggi
1958,2011-03-27,summer,2011,march,10,0,sunday,cloudy,0.22,0.2121,55.00000000000001,0.2239,27,59,86,weekend,ideal,Tinggi
1959,2011-03-27,summer,2011,march,11,0,sunday,cloudy,0.24,0.2424,48.0,0.1642,23,85,108,weekend,ideal,Sangat Tinggi
1960,2011-03-27,summer,2011,march,12,0,sunday,cloudy,0.26,0.2576,44.0,0.2239,43,120,163,weekend,terlalu kering,Sangat Tinggi
1961,2011-03-27,summer,2011,march,13,0,sunday,clear,0.3,0.2879,39.0,0.2239,47,100,147,weekend,terlalu kering,Sangat Tinggi
1962,2011-03-27,summer,2011,march,14,0,sunday,clear,0.32,0.3182,36.0,0.1642,61,103,164,weekend,terlalu kering,Sangat Tinggi
1963,2011-03-27,summer,2011,march,15,0,sunday,clear,0.32,0.303,36.0,0.2836,61,111,172,weekend,terlalu kering,Sangat Tinggi
1964,2011-03-27,summer,2011,march,16,0,sunday,clear,0.34,0.3333,34.0,0.0,45,98,143,weekend,terlalu kering,Sangat Tinggi
1965,2011-03-27,summer,2011,march,17,0,sunday,clear,0.32,0.303,31.0,0.2537,50,109,159,weekend,terlalu kering,Sangat Tinggi
1966,2011-03-27,summer,2011,march,18,0,sunday,clear,0.3,0.2879,33.0,0.194,32,105,137,weekend,terlalu kering,Sangat Tinggi
1967,2011-03-27,summer,2011,march,19,0,sunday,clear,0.3,0.2879,31.0,0.2239,23,80,103,weekend,terlalu kering,Sangat Tinggi
1968,2011-03-27,summer,2011,march,20,0,sunday,clear,0.28,0.2727,36.0,0.1642,7,50,57,weekend,terlalu kering,Tinggi
1969,2011-03-27,summer,2011,march,21,0,sunday,clear,0.26,0.2576,41.0,0.1642,7,29,36,weekend,terlalu kering,Sedang
1970,2011-03-27,summer,2011,march,22,0,sunday,clear,0.26,0.2576,41.0,0.1642,5,25,30,weekend,terlalu kering,Sedang
1971,2011-03-27,summer,2011,march,23,0,sunday,clear,0.26,0.2576,44.0,0.194,3,16,19,weekend,terlalu kering,Sedang
1972,2011-03-28,summer,2011,march,0,0,monday,clear,0.22,0.2273,55.00000000000001,0.194,1,11,12,weekdays,ideal,Sedang
1973,2011-03-28,summer,2011,march,1,0,monday,clear,0.22,0.2273,44.0,0.194,2,4,6,weekdays,terlalu kering,Rendah
1974,2011-03-28,summer,2011,march,2,0,monday,clear,0.22,0.2273,44.0,0.1642,0,5,5,weekdays,terlalu kering,Rendah
1975,2011-03-28,summer,2011,march,3,0,monday,clear,0.22,0.2273,44.0,0.1642,0,2,2,weekdays,terlalu kering,Rendah
1976,2011-03-28,summer,2011,march,5,0,monday,clear,0.18,0.1818,43.0,0.194,0,8,8,weekdays,terlalu kering,Rendah
1977,2011-03-28,summer,2011,march,6,0,monday,clear,0.18,0.1667,34.0,0.2836,0,40,40,weekdays,terlalu kering,Sedang
1978,2011-03-28,summer,2011,march,7,0,monday,clear,0.2,0.1818,32.0,0.3284,6,104,110,weekdays,terlalu kering,Sangat Tinggi
1979,2011-03-28,summer,2011,march,8,0,monday,clear,0.2,0.197,34.0,0.2239,15,239,254,weekdays,terlalu kering,Sangat Tinggi
1980,2011-03-28,summer,2011,march,9,0,monday,cloudy,0.22,0.2121,32.0,0.2239,12,109,121,weekdays,terlalu kering,Sangat Tinggi
1981,2011-03-28,summer,2011,march,10,0,monday,clear,0.24,0.2273,30.0,0.194,22,47,69,weekdays,terlalu kering,Tinggi
1982,2011-03-28,summer,2011,march,11,0,monday,cloudy,0.26,0.2424,30.0,0.2836,18,39,57,weekdays,terlalu kering,Tinggi
1983,2011-03-28,summer,2011,march,12,0,monday,cloudy,0.26,0.2727,25.0,0.0,8,71,79,weekdays,terlalu kering,Tinggi
1984,2011-03-28,summer,2011,march,13,0,monday,cloudy,0.3,0.2879,24.0,0.2239,14,69,83,weekdays,terlalu kering,Tinggi
1985,2011-03-28,summer,2011,march,14,0,monday,clear,0.32,0.303,22.0,0.2239,15,65,80,weekdays,terlalu kering,Tinggi
1986,2011-03-28,summer,2011,march,15,0,monday,clear,0.32,0.303,24.0,0.2836,19,53,72,weekdays,terlalu kering,Tinggi
1987,2011-03-28,summer,2011,march,16,0,monday,clear,0.34,0.3182,23.0,0.2239,15,117,132,weekdays,terlalu kering,Sangat Tinggi
1988,2011-03-28,summer,2011,march,17,0,monday,clear,0.34,0.303,23.0,0.2985,25,227,252,weekdays,terlalu kering,Sangat Tinggi
1989,2011-03-28,summer,2011,march,18,0,monday,clear,0.32,0.303,21.0,0.2836,21,220,241,weekdays,terlalu kering,Sangat Tinggi
1990,2011-03-28,summer,2011,march,19,0,monday,clear,0.3,0.303,22.0,0.1343,17,156,173,weekdays,terlalu kering,Sangat Tinggi
1991,2011-03-28,summer,2011,march,20,0,monday,clear,0.32,0.3333,22.0,0.1045,5,107,112,weekdays,terlalu kering,Sangat Tinggi
1992,2011-03-28,summer,2011,march,21,0,monday,clear,0.32,0.3333,21.0,0.1343,6,55,61,weekdays,terlalu kering,Tinggi
1993,2011-03-28,summer,2011,march,22,0,monday,clear,0.3,0.2879,22.0,0.2239,0,40,40,weekdays,terlalu kering,Sedang
1994,2011-03-28,summer,2011,march,23,0,monday,clear,0.28,0.2576,24.0,0.2985,1,18,19,weekdays,terlalu kering,Sedang
1995,2011-03-29,summer,2011,march,0,0,tuesday,clear,0.26,0.2273,28.000000000000004,0.3284,1,15,16,weekdays,terlalu kering,Sedang
1996,2011-03-29,summer,2011,march,1,0,tuesday,clear,0.24,0.2121,32.0,0.2985,0,4,4,weekdays,terlalu kering,Rendah
1997,2011-03-29,summer,2011,march,2,0,tuesday,clear,0.24,0.2121,32.0,0.2985,0,3,3,weekdays,terlalu kering,Rendah
1998,2011-03-29,summer,2011,march,3,0,tuesday,clear,0.24,0.2121,32.0,0.2985,2,1,3,weekdays,terlalu kering,Rendah
1999,2011-03-29,summer,2011,march,4,0,tuesday,clear,0.2,0.2121,44.0,0.1642,1,1,2,weekdays,terlalu kering,Rendah
2000,2011-03-29,summer,2011,march,5,0,tuesday,clear,0.22,0.2121,37.0,0.2537,0,8,8,weekdays,terlalu kering,Rendah
2001,2011-03-29,summer,2011,march,6,0,tuesday,clear,0.22,0.2121,41.0,0.2985,4,46,50,weekdays,terlalu kering,Tinggi
2002,2011-03-29,summer,2011,march,7,0,tuesday,clear,0.22,0.197,41.0,0.3582,5,128,133,weekdays,terlalu kering,Sangat Tinggi
2003,2011-03-29,summer,2011,march,8,0,tuesday,clear,0.24,0.2121,35.0,0.3582,19,268,287,weekdays,terlalu kering,Sangat Tinggi
2004,2011-03-29,summer,2011,march,9,0,tuesday,clear,0.28,0.2576,28.000000000000004,0.3881,16,156,172,weekdays,terlalu kering,Sangat Tinggi
2005,2011-03-29,summer,2011,march,10,0,tuesday,clear,0.3,0.2727,24.0,0.2985,13,46,59,weekdays,terlalu kering,Tinggi
2006,2011-03-29,summer,2011,march,11,0,tuesday,cloudy,0.34,0.303,25.0,0.3881,18,63,81,weekdays,terlalu kering,Tinggi
2007,2011-03-29,summer,2011,march,12,0,tuesday,clear,0.34,0.3333,25.0,0.1642,29,77,106,weekdays,terlalu kering,Sangat Tinggi
